#t    <|E|>    <|B|>    <|E|^2>    <|B|^2>    rms(|E|)    rms(|B|)
114.55133399997    2765393.4263742    1655586.06788279    9248633791576.13    3909523876840.82    1265398.35188073    1080998.91242926
114.90488749997    2560837.43575007    1724424.52786566    8064015961558.67    4173191646469.68    1227243.89964656    1095240.47321352
115.25844099997    2248211.61657374    1845011.16440081    6372500471115.83    4646025184372.54    1148061.40873158    1114432.13683423
115.61199449997    2023969.78737614    1953667.18055975    5364259777595.54    5061321116488.34    1125968.95045296    1115574.14101084
115.965547999969    2223320.82413496    1871452.80009802    6236555693129.48    4740129348413.45    1137277.5413668    1112561.8029659
116.319101499969    2549449.90576715    1749120.83243877    7934732661172.59    4247939609413.54    1197930.64872574    1090190.77364572
116.672654999969    2759511.74096493    1680086.49728132    9180719157244.2    3990033455519.79    1251324.94130057    1080436.40126236
117.026208499969    2727838.04690092    1692704.83408677    9013742440479.37    4047321612900.87    1254050.25033256    1087231.32660908
117.379761999968    2528669.21039842    1768137.05198947    7832801638472.5    4347393823151.68    1199430.55774627    1105027.234295
117.733315499968    2210020.17353332    1893817.93423694    6191936123771.16    4858852713614.25    1143567.64397516    1127965.57818791
118.086868999968    2029802.38090356    1989493.07826918    5414190368203.37    5234378289130.67    1137581.93668922    1129732.52615374
118.440422499968    2329663.39660645    1858463.71479312    6774576687506.93    4700098988020.79    1160708.89805284    1116338.48308574
118.793975999967    2607997.66130807    1756940.65898873    8296355169709.74    4304135659585.63    1222580.61833213    1103311.00800177
119.147529499967    2785496.61240606    1705139.99165355    9358398739733.65    4128782376087.37    1264676.78163554    1105115.37178301
119.501082999967    2699510.6324701    1740131.37478982    8842682912877.49    4292007443165.06    1247126.80111462    1124255.41654784
119.854636499967    2479729.53300866    1818452.9449206    7575318032307.1    4610193495965.31    1194261.05832509    1141675.25289589
120.208189999966    2180980.0999804    1939399.35620725    6081291530998.42    5093473600170.82    1150920.21204248    1154211.3053136
120.561743499966    2059513.21122128    2001578.6317122    5604558727315.44    5325727871914.25    1167460.51758526    1148656.1073652
120.915296999966    2417024.39981312    1863602.4905114    7196495852218.54    4790492247680.99    1163825.1169856    1147814.44713016
121.268850499966    2675159.48482637    1771614.29614841    8650479022279.28    4420611290650.99    1222293.23528473    1132251.77250183
121.622403999965    2753651.43325283    1739651.04721371    9176444132978.7    4294321118194.25    1262476.89765926    1126026.35498575
121.975957499965    2673705.74292129    1770362.34750602    8663867114135.96    4441497122341.06    1230920.27134403    1143378.45041527
122.329510999965    2450123.51750371    1850625.85751058    7393206627202.18    4740226224411.12    1179025.60454701    1146913.31840045
122.683064499965    2153252.40513851    1973583.12961221    5969824727214.77    5232527876686.92    1154698.5784091    1156502.27288882
123.036617999964    2090025.20940218    2016234.58655272    5726675175777.37    5380290427966.16    1165534.12641619    1146773.09000288
123.390171499964    2492720.06180427    1869104.22018568    7578027007652.11    4802514451427.44    1168064.08263016    1144099.5872351
123.743724999964    2713973.58152769    1790618.71807861    8868636829551.04    4508261047558.89    1225962.57215334    1141028.33182416
124.097278499964    2737483.56664186    1766817.43008411    9072301136749.89    4416088521570.43    1256377.67375723    1137736.65244704
124.450831999963    2665336.06718815    1802398.20907225    8595168659542.25    4566466103343.91    1221127.47429916    1147966.37549932
124.804385499963    2409005.62892888    1897547.15280401    7181035842533.04    4919280388335.3    1173766.46839226    1148301.00201153
125.157938999963    2138220.60852244    2011413.89270169    5897702296212.33    5367193329091.95    1151396.9452375    1149524.89374462
125.511492499963    2139089.93725669    2022980.90623345    5901648016259.79    5402113655479.76    1151495.6606896    1144404.60873532
125.865045999962    2535767.05084066    1891803.19781179    7795445202536.21    4878421787423.17    1168473.64814404    1139957.2133077
126.218599499962    2709645.82960486    1814768.64331512    8860618491312.21    4560469841711.63    1232249.15070663    1125648.52993811
